10000 1.52
10000 1.57
10000 1.57
10000 1.62
10000 1.59
20000 6.60
20000 6.31
20000 6.96
20000 6.40
20000 6.62
30000 15.18
30000 15.12
30000 15.70
30000 15.18
30000 15.06
40000 27.99
40000 26.47
40000 28.54
40000 28.18
40000 28.20
50000 38.61
50000 44.02
50000 39.36
50000 41.38
50000 38.31
