0.1, 23.18
0.1, 24.51
0.1, 25.67
0.1, 25.82
0.1, 24.45
0.5, 25.38
0.5, 25.09
0.5, 23.38
0.5, 23.39
0.5, 23.32
1, 23.44
1, 22.33
1, 22.48
1, 23.50
1, 24.59
5, 24.54
5, 25.05
5, 25.25
5, 24.45
5, 24.68
10, 24.87
10, 24.69
10, 25.51
10, 25.62
10, 25.94
