0.1 6.18
0.1 6.22
0.1 6.22
0.1 6.36
0.1 6.29
0.5 6.46
0.5 6.22
0.5 6.39
0.5 6.20
0.5 6.33
1 6.83
1 6.44
1 6.51
1 6.59
1 6.62
5 7.01
5 6.94
5 6.92
5 6.93
5 6.84
10 7.85
10 7.42
10 7.78
10 7.40
10 7.78
