0.1 .89
0.1 .89
0.1 .90
0.1 .88
0.1 .88
0.5 4.28
0.5 4.21
0.5 4.16
0.5 4.22
0.5 4.21
1 8.35
1 8.32
1 8.28
1 8.33
1 8.36
5 40.57
5 41.41
5 41.29
5 41.38
5 41.38
10 83.00
10 82.77
10 82.90
10 82.64
10 82.92
