10000, .11
10000, .11
10000, .11
10000, .11
10000, .11
20000, .44
20000, .46
20000, .44
20000, .43
20000, .45
30000, .98
30000, .96
30000, .96
30000, 1.03
30000, .97
40000, 1.71
40000, 1.71
40000, 1.75
40000, 1.72
40000, 1.70
50000, 2.66
50000, 2.66
50000, 2.74
50000, 2.65
50000, 2.73
