0.1 5.81
0.1 5.90
0.1 5.79
0.1 5.70
0.1 5.96
0.5 6.57
0.5 6.56
0.5 6.09
0.5 6.38
0.5 6.54
1 6.51
1 6.72
1 6.60
1 6.82
1 6.53
5 8.00
5 7.91
5 8.11
5 8.77
5 8.16
10 8.72
10 8.84
10 8.69
10 8.22
10 7.89
