0.1 .46
0.1 .47
0.1 .46
0.1 .47
0.1 .46
0.5 .47
0.5 .48
0.5 .47
0.5 .48
0.5 .47
1 .50
1 .50
1 .48
1 .49
1 .49
5 .62
5 .64
5 .63
5 .63
5 .63
10 .80
10 .80
10 .81
10 .79
10 .80
