0.1 1.61
0.1 1.80
0.1 1.74
0.1 1.68
0.1 1.68
0.5 5.09
0.5 4.66
0.5 4.25
0.5 4.50
0.5 4.94
1 8.66
1 8.92
1 9.84
1 7.89
1 8.43
5 30.71
5 29.94
5 29.37
5 29.96
5 30.02
10 48.46
10 50.78
10 48.68
10 48.27
10 47.55
