0.1, 1.67
0.1, 1.61
0.1, 1.55
0.1, 1.63
0.1, 1.68
0.5, 2.30
0.5, 2.03
0.5, 2.17
0.5, 2.14
0.5, 2.32
1, 2.33
1, 2.36
1, 2.46
1, 2.41
1, 2.37
5, 3.18
5, 3.60
5, 3.11
5, 3.11
5, 3.15
10, 3.90
10, 3.93
10, 3.75
10, 3.79
10, 3.81
