10000, .20
10000, .20
10000, .20
10000, .20
10000, .20
20000, .78
20000, .81
20000, .78
20000, .82
20000, .78
30000, 1.74
30000, 1.77
30000, 1.76
30000, 1.76
30000, 1.78
40000, 3.10
40000, 3.12
40000, 3.11
40000, 3.17
40000, 3.13
50000, 4.86
50000, 4.81
50000, 4.83
50000, 4.82
50000, 4.88
