10000, .31
10000, .32
10000, .31
10000, .31
10000, .31
20000, .35
20000, .35
20000, .34
20000, .33
20000, .35
30000, .37
30000, .36
30000, .36
30000, .35
30000, .36
40000, .36
40000, .39
40000, .37
40000, .36
40000, .36
50000, .36
50000, .37
50000, .41
50000, .42
50000, .42
